index,dialogue_id,Q-3,Q-2,Q-1,A
1681794,MDRW2100037711.1,,쇼핑 자주하세요?,아니요 장보는것 말고는 자주 안해요,요즘엔 저도 인터넷으러 장보는거같아용!
1036904,MDRW2100001590.1,네네네넹 >< ㅎㅎㅎ,name4한테 얘기해놓을겡ㅋ,네엡 알겠숩니당!  엥 오ㅑ 같은걸 두개보냈징 이건뎅 크크 언니는 바빠요ㅠㅠ?,이제 조용 사진 잘 나왔넹ㅋㅋㅋ
1447693,MDRW2100021332.1,저두요..주변에 이직을 꿈꾸는 친구들도 은근 있더라구요 ㅠ,많이들 그렇겠죠ㅋㅋ 보람있을때도 있지만요~~~ 알바 해보신적있으세요?,과외 알바만 해봤어요 ~!!,무슨 과목이요?
385014,HuLiC8110,그니까 그건 좀 반전 이였어,마장 그리고 나서 꽃튀김 만드는 거 알지,와 그거 진짜 맛있어 보이는데,ㅇㅈㅇㅈ 나도 감자빵이랑 꽃튀김이 젤 먹어보고 싶어
344129,HuLiC7167,나도 니가 어떤 사람인지 모르는데...넌 뭐하는 사람이야?,저는 이번 주말에 친구들과 캠핑을 갈 거예요. 우리는 즐거운 시간을 보낼 거예요.,너도 캠핑 좋아하나 보구나? 어디로 가기로 했어?,저는 산에 있는 오두막에 갈 거예요. 즐거운 주말이 될 거예요.
1446525,MDRW2100021245.1,지흡 그러캐 비싼나,그럼피티비용 (회당) 50000,글고 지흡 안하고 홈트 할수도 있지 샐러드 같은거 먹으면서,얼추맞을듯 민초프라페=피티한번감소칼로리 그치그치 독학재수로 서울대에 간사람이잇는것처럼
1808270,MDRW2100046948.1,언넝와,걍 해브러 몃년계약이데,삼년,언제설치해준디
350200,HuLiC7307,저는 그 쇼에 대해 들어본 적이 없습니다. 확인해 봐야겠어요. 무슨일인데요?,재밌을꺼같아! 너도 꼭 챙겨봐!!!,어떤 내용인가요? 무법자 같은 건가요?,마동석이 경찰로 나오고 범죄를 쫒는 내용이야 마동석 배우는 너무 멋져
1176048,MDRW2100002454.1,저기도 아들잘한다하네,그게 엄마마음인가보죠,와 맛있겠다,오리나왔나봐요 오리고기
784595,MDRW2100001155.98,유동화회사랑계약해서 ?아? ㅋㅋㄱㄱ ㅋㅋㅋㄱ ㅋㅋㄲ,녀샤 오새 경매학원에 간판에,9명응찰중9등할뻔햇네,그냥 Npl
1635763,MDRW2100034235.1,저는 딱 올초에 첨으로 불면증을 겪었어요,왜요?,원래 엄청 잘 잤거든요.. 그래서 암튼 올초에 이것저것 알아봤죠 코로나 불루였나봐요..,전갱년기 두통이 있어서
345617,HuLiC7200,넌 뭐든 2번씩 물어보는 걸 좋아하는구나?,무슨 말씀인지 잘 모르겠네요. 저는 아무 질문도 안 했어요.,그래.. 좋은 주말 보내고 힘내라,형도요. 나와 채팅해줘서 고마워요. 당신도 즐거운 주말 보내시길 바랍니다. 몸조심하세요.
1611370,MDRW2100032547.1,좋아좋아 나도 운동 꼭 가야겠다,굿굿 건강하게살자,ㅇㅈ 근데 진짜 간식 안먹으니까 살 빠지더라,욜 나는 운동량이 너무 적어서 그런가 식단으로는 거의안빠짐ㅋㅋㅋㅋㅋ ㅠ
1035208,MDRW2100001589.1,나 잘했지?잘한거 맞지?,일어낫어?? 아직안씻??,잘거유,ㅋㅋㅋㅋㅋㅋ 자고있고 오늘은 점심 맛있는거 먹어 서울대남이랑은 연락만해러 ㅋㅋㅋ 만나지말고 ㅋㅋㅋ 님 내사진줘 퇴군하지마
1610884,﻿MDRW2100032517.1,,,좋아 그럼 부산 가서 사는 물건 말하기!!,음...음... 책 같은거? 아니면 옷이라던가
215068,HuLiC4189,난 감자스프 좋아해 !,저도요! 특별히 좋아하는 레시피가 있나요? 저는 치킨과 브로콜리와 함께 먹는 게 좋아요.,브로콜리는 별로야..,그 말을 들으니 유감이네요. 어떤 점이 마음에 안 드시나요? 다른 야채는 더 좋아하시나요?
646299,MDRW2100000021.211,사람하고 똑같지 뭐,그런거야?,응 그런거야,그럼어떻게해야해
734791,MDRW2100000247.52,아니 아까 엄마랑 카톡한 것도,ㅇㅇ,너무 창과 방패라 웃겼음 엄마가 뭐하녜서 난 일한다니까,무슨 야기했어 ㅇㅇ
1817084,MDRW2100046951.1,뭐라세요?,친정 아빠 술 좋아해서 술을 싫어해요 ㅋㅋ,근데 딸과 분위기 있는 곳에서,그래서 진짜 기분 좋거나 주면 억지로 마시지
1650376,MDRW2100035343.1,,점심 드셨나요?,네 저는 꼬마김밥 말았어요 name2님은요? name2,오 맛있으셨겠어요! 전 두부면파스타 먹었네요ㅎㅎ
1887465,MDRW2100047045.1,배고프다 갑자기,ㅋㅋ 나도 그렇긴 함 영화소개 프로그램,설빙 먹고 싶다,그거 보면 영화 다 본 듯
173483,HuLiC3229,나이키는 1954년 제임스 닐슨이라는 사람에 의해 설립되었습니다.,나이키는 미국 회사로 알고 있는데?,"네, 그렇습니다. 오리건주 비버튼에 본사가 있습니다.",그렇군. 요새 인기있는 신발들은 전부 프리미엄이 붙어서 정가로 구입하기가 너무 힘들어.
1740740,MDRW2100042035.1,,먹방보면서 대리만족하고ㅜㅜ,참고 내일 먹으면 너무너무 맛있겠죠???ㅎㅎ ㅠㅠ,ㄱ앜ㅋㅋ맞아요
1401418,MDRW2100018097.1,그러게ㅠ 뉴욕에서도 며칠전에 허리케인 때문에 난리났대,이탈리아는 최고기온 48도까지 올라갔다더라. 그 날씨를 어떻게 견디니.,와 이상고온이네 진짜... 폭염으로 죽는 사람이 괜히 나오는 게 아니다 정말ㅠㅠ,앞으로 지구온난화 더 심해지면 폭염도 더 심해질 거라는데 큰일이네. 가뭄도 그렇고.
1800445,MDRW2100046406.1,,안녕하세요,안녕하세요! 이제 날도 선선해졌는데 캠핑 생각 있으신가요?,전 없어요
1045091,MDRW2100001592.1,뫙뫅.!!!!!!!!!!!!!!!!! 엉니 원래 잠 시키는 방심 하면 날 덮치는 것!!! 스바.!!!!디질것 같사옵니닭!!!!!,언니 지금기상~~^_^ 나는방심을 너무많이하였구나...!! 속수무책!!!!!!!! 나의패배!! 언늬내일시홈묯시니??!!!,읭!!!!! 죄의 값으로 엉니 난 4시 데스네!!! 엉니는?!??,앗!! ㅠ-ㅠ 싸다구!! 나 3신데 흠 언니내가 내일 밥먹고 9시에갈생각인데
205035,HuLiC3958,넌 이번 크리스마스때 뭐할꺼야?,저는 가족들과 함께 보낼 거예요. 계획 같은 거 있어요?,"난 가족들도 멀리 살아서 만나기힘들어, 친구들 만나서 소소하게 파티나 하려고",정말 재미있을 것 같네요. 어디에 사세요?
793851,MDRW2100001173.18,자연스레 멀어질것,어쩔껴 증맬ㅠㅠㅠ 내친구 상처받을듯,알고 시작햇으니 뭐 받어도 업보이니라,오래 만나서 정들어가지고
1550791,MDRW2100028358.1,대학로ㅜㅜ 안간지 엄청 오래돼서 그립네요 최근에 보신 영화 있으세요? 전 블랙위도우 봤는데 엄청 재밌더라구요~~!,저 크루엘라봤어요! 헉 블위다운받아놨어요,헉 저 크루엘라도 봤어요!,영화취향이 좋으시네요
1753839,MDRW2100042981.1,비가 계속 오네요 ㅠㅠ,그러게요 ㅠㅠ 언제쯤 그칠지..ㅠㅠ 낼은 그쳤으면 좋겠어요,네네 요몇일은 좋았는데요 ㅠ,맞아요 완전 초가을 날씨였는데 아쉬웡ㅅ
1799524,MDRW2100046338.1,날씨가 많이 추워졌네요. 옷 따뜻하게 입고 다니세요.,네 ^^ 감사합니다 오늘 맨투맨 하나 입었는데 좀 쌀쌀하네요 ㅎㅎ,저는 순대국 먹었어요. 국밥을 좋아해서요.,캬 추울때는 역시 따뜻한 국밥이죠 ㅎㅎ 저는 오랜만에 패스트푸드 먹었어요
1826136,﻿MDRW2100046975.22,,,점심먹어? ㅋㅋㅋ 나도 슬슬 고민해야지ㅋㅋㅋ,나는 요거트 한통 완샷해쎀ㅋㅋㅋ
1557438,MDRW2100028813.1,제꺼는 굿뜨래? 라고하네요 과연 어떤맛일지,오 부여에서 나는 메론인가봐요~ 드셔보시고 맛이 어떤지 알려주세요 ㅎㅎ 굿뜨래 메론도 궁금하네요ㅎㅎ,어제와서 2일은 더 숙성해야할듯 싶네요 ㅎㅎ,그럼 주말이면 더 맛있게 먹을 수 있겠네요 ㅎㅎ 밥먹고 후식으로 먹음 딱 좋겠어요~
820288,MDRW2100001294.3,6월 초?? 기대중^^ㅋㅋ,헉 방금 찾아보니까 6월 4일 이래 엄청 빨러 ㅋㅋㅋ,오오오 생각보다 빠르네 근데 일주일에 한 편ㅡ.ㅡㅋㅋ 짜증나ㅋㅋ,웅 ㅋㅋㅋㅋ 12주.. 3달!!! 여름동안 펜트하우스나 봐야겠엄 카페에서 드라마 펜트하우스 끝나고 하는 모범택시도 그렇게 재밌대
1597552,﻿MDRW2100031624.1,,,ㅎㅎ 그냥요ㅎㅎ 그냥 센치헤지고싶은 밤?ㅎㅎㅎㅎ,혹시 와이프분 늦게 오셔서 그런거 아니에요 ?
317262,HuLiC6547,일은 사람이랑 같이 하지. 영화에서 보는 것 처럼 동물이랑 일은 아직 못 하지.,"아, 그래요. 수의사인 줄 알았어요 사람들과 일한 지 얼마나 됐어요?",표현이 재밌구나. 지금 일하는 사람들이랑 일을 한 것은 이제 3년차야.,"와, 정말 오래됐네요. 무슨 일을 하시는지 여쭤봐도 될까요?"
969646,MDRW2100001541.1,엥 ㅡㅡ,수녀에게 경의를 표하기 위해서,가지말자 지랄염병,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6785,Chat11282,,건강 식품은 함부로 먹는게 아니야.,그럼. 의사의 진단에 의해서 먹어야 한다잖아.,그런데 사람들은 몸에 좋다면 그냥 다 먹더라.
256698,﻿HuLiC515,,,내 핸드폰 바꿨다~,어떡해요! 핸드폰 회사에 전화해서 고쳐야 하나요? 나는 그런 일이 일어나는 게 싫어요.
1699213,﻿MDRW2100039014.1,,,내추측인데 신빙성있지않나,나쁜사람들
881223,MDRW2100001469.1,군인이라서...,아하... 2차까지 다 맞았겠구나 그럼 맞고나서 아프진 않았어?,괜찮았어 근육통 정ㄷㅎ,오 원래도 되게 건강한가보당 내 주변 친구 중 한명은 심장 아파서 대학병원가서 검사받고왔었는데 ㅠㅠ
675507,MDRW2100000099.27,"주 30시간 기준하면 시급8,720원 근무시간30시간 예상주급261,600원 인디",저거 얼마기준이노 카드 흠 백신 남는거 예약할까 노쇼백신 맞는게 좋지않을까하는 그런,주 30시간 이하근무 4대없는 일용직이라도 금액이 커져버리면,그럼 쇼부쳐서 좀 자르던가 해야지 계약서쓰고 길게 근로하는거면 안정성이나 있지만 그거아니먄 솔직히 좀 마이너스
423373,HuLiC8997,끝에 반전있는영화가 재밌더라,근데 반전이 실망스러울때도 있고,맞아!!그러면 영화 본 시간이 아까울때있어,영화관에서 영화보고 싶다!
923042,MDRW2100001522.1,기차타면 또 얀락주셈 ㅇㅋㅇㅋ 엄마 기분 별론데 아빠가 막 왱알왱알 그러면 너가 좀 받아줘,그랴,좀 피곤하겠지만 화이팅이다,뭔일있음 알랴주껭
1121495,MDRW2100001634.1,맞아첨에 잘때는잘자 ㅋㅋ 배위에서 안잤지?,웅 팔베개,ㅋㅋ 울name5들 보고싶어 ㅠㅠ,여보 여기 가입해서 입체촉감책 드림글에 댓글 달아 ㅋㅋㅋㅋ 나 너무 드림받아서 못달겠어 여보 아이디는 그냥 name2 뭐 이런걸류 하고 ㅋㅋㅋ
1459692,MDRW2100022175.1,맞아요.. 엄마가 하는 요리는 다 맛있어요,너도 먹어보면 좋을텐데,무슨 생선이에요?,갈치랑 가자미
1528772,MDRW2100026844.1,전 라면에 계란 꼭 넣어요 근데 노른자를 절대 풀지는 않습니다,헉 저두요 살짝 반숙으로 먹으면 더 맛있더라구요,"맞아요, 노른자를 건드릴때는 그릇으로 옮긴 다음입니다!",아 라면 먹고싶네요ㅎㅎ 배달음식은 자주 드시나요?
669361,MDRW2100000086.21,짜증나... 지가 다 잘 났대,왜 맨날 삐지는거래?,누굴 뭐라고 하겠어. 내가 골랐는데,명언이네 정답
670089,MDRW2100000087.31,내 말이..ㅠ,휴.. name7는 뭐가 그리 걱정이야? 좋은아빠 잘키우겠드만..,늘 그래.. 미리 걱정하고,미리 생각은 좋은데.. 걱정할필요는 없을텐데ㅠㅠㅠ
1768681,MDRW2100044083.1,엉 혜은이 남편,더한 제목은 머예요?,눈짓에서 몸짓까지 ㅋㅋ,ㅋㅋ 제목이 선정적이다
1763214,﻿MDRW2100043679.1,,,지금 국가 끝났당 레바논 큰 점수로 이겨야대..아니면 가시밭길,이겼다며?
335322,﻿HuLiC6965,,,요즘 밤낮이 바껴서 큰일이야. 넌 보통 몇시에 잠을 자니?,저는 보통 12시쯤에 잠을 잡니다.
1236335,﻿MDRW2100006621.1,,,파리에서 진짜 피렌체 버금가는 사건 있었자나ㅋㅋ,피런체 쏘가 장님된줄알고 놀랐다는 얘기ㅋㅋㅋ
1153374,MDRW2100001643.1,냐..?,나 왜 퉁퉁이야,퉁퉁이라니! 어딜봐서!,어딜봐도 또실또실 퉁퉁이가 아니더냐!
1143643,MDRW2100001640.1,글고 그러면 드라이 좀 덜해도,사실 로망이거던 저것도 ㅋㄷ,티 안나지안을가,히피하고 빈무ㄸ음 그걱도 바라고 있다.. 난 앞옆머리 이상의 손질 못해... 넘 귀찮이서... 야 굥아 여기 어때 ㅎ 동성로에서 계대로 이전했대 ㅎ 저기 어워드가 약간 신뢰감을 준달가..ㅎ
385265,HuLiC8116,ㅋㅋ그렇긴 해,근데 찰리는 어떻게 뽑혀?,할아버지가 자기 비자금이라고 하나만 더 사보자고 동전 하나를 줘,ㅋㅋㅋ첫눈에 띄는 걸 사라고 하자나
100953,HuLiC1555,"거북이는 멋지지만, 애완동물로 키울 수 있을지 모르겠어요.",생각 한것보다 신경쓸게 많은데 그래도 키우기 편해!,거북이는 돌보기가 꽤 쉽습니다. 그들은 많은 보살핌을 필요로 하지 않습니다.,맞아 물 체크 주기적으로 하고 밥잘주고ㅋㅋ
1286016,MDRW2100009995.1,강수량은?,남해안 피해 심각하다고 함 모름,얼마나오는데?,여긴 50
136324,HuLiC2371,확인해 봐야겠어요. 한국에서 인기가 많다고 들었어요.,응. 보통 아침 식사는 하는 편이니? 아침에는 뭘 먹어?,"저는 보통 토마토, 계란, 베이컨이 들어간 큰 그릇의 오믈렛을 먹습니다.",난 아침은 오늘처럼 안먹거나 시리얼을 먹어.
1511954,MDRW2100025687.1,맞아요 미니홈피 bgm도 유명했는데 프리스타일 Y가 기억나네요,와 대박 그걸 기억하시다니 추억의 곡이에요,ㅋㅋ 슈가맨에서 봤어요,대박 ㅋㅋㅋ 싸이월드 부활했는데 많이 들어가볼까요?
400364,HuLiC8465,"으으, 나였으면 아마 기절해버렸을 거야.","그런 위기상황을 통해서, 이기적이기만 했던 공유가 이타심을 발휘하기도 해.",공유는 실제로는 원래 배려심 많은 배우야.,"아니, 내말은 영화 속 캐릭터 말하는거야. 하여튼 그렇게 앞칸을 향해 탈출을 시도하지"
1474777,MDRW2100023199.1,오래 기다리고 펀딩까지 1억 받은것 치고는,ㅇㅇcbt 왜 안한건지,너무 뭐가 없어,알겠음 스토리말고는 할게없는데 그걸 cbt로 까버리면 ㄹㅇ 밑천팔리는거라 걍 안했구만
911854,MDRW2100001516.1,name8한테도 안좋은데 40분...?,20분 나갔다 오면 끝나겠네,안돼.. 최소 30분이야,응 ㅋㅋㅋ 퇴근~
334556,HuLiC6947,오 세퍼드! 키운지 몇년이나 되었니?,"저는 그가 강아지였을 때부터 그를 키웠습니다. 그는 다루기 힘들지만, 나는 그를 사랑해요.","부럽다. 나도 강아지를 키우고싶은데, 아파트라서 강아지를 키울 환경이 안되",그 말을 들으니 유감이네요. 잘 될 수 있는 방법을 찾으실 수 있을 거예요
442559,HuLiC9439,헐 코로나 터지고나서?,응 8월에 개봉했더라,헐 ㅜ 그럼 관객수도 좀 적겠는데..,그럴 것 같다 ㅜ
263027,HuLiC5296,저는 제주도에 가본 적이 없습니다. 어떻게 생겼나요? 거기가 마음에 드시나요?,너도 꼭 한번 가봐. 아름다운 곳이야,언젠가 꼭 가고 싶어요. 그것에 대해 당신이 가장 좋아하는 부분은 무엇입니까?,제주도는 바다가 예뻐서 좋아해.
41579,Chat3678,,운동후 먹는 음식이 살찔까?,글쎄 아무래도 그럴 것 같아.,맞아 흡수가 잘 될꺼야.
447508,﻿altergo_b.293,,,지난번에 빌려준 30만 원 언제 줄 거야?,내일까지 갚을게.
1614988,MDRW2100032791.1,얼굴에 계좌번호 써놓으라 했잖아..(?),왜 그렇게 열심히 살았어,진짜 저같으면,왜... 왜 자꾸 결혼해야하는데 멀어지게 만들어
1324434,MDRW2100012778.1,,안녕하세요! 요새 코시국에 학교생활은 어떠세요?,대부분 비대면 수업으로 진행중이에요,오 그럼 학교 잘 안나가서 좋으시겠어요!? name2님은 대면이 좋으세요 비대면이 좋으세요?
1505347,MDRW2100025232.1,나 사려다가 포기했어 세일한다지만 가죽이라 넘 비싸더라,맞아 인조가죽은 싼데 소가죽은 비싸더라ㅠㅠ,응 그래도 이번에 가방 사가지고 후회는 없당 나 원형 테이블도 사고싶어 ~~,원형 테이블? 어떤 용도로 쓰려고?
1530877,MDRW2100026982.1,어 생각보다 엄청 가벼워,다행이네. 사이즈는 잘 맞고?,응 여성용이라 그런지 엄청 크지는 않더라,너무 크면 오히려 안 좋아. 맘에 든다니 다행이네.
2725,﻿Chat1055,,,너희 애는 뭐하니?,레슬링 선수야.
1561204,MDRW2100029069.1,따로국밥도 맛있음,족발이랑 같이하는 돼지국밥집 영진국밥이 존맛 볶음김치주고,우리 열 번 만나야 함,국물이 맛남 신평영진국밥집 가자
1557054,MDRW2100028785.1,,안녕하세요! 최근에 읽으신 책 있나요?,안녕하세요~! 최근에 읽었던 책은 위저드 베이커리였어요! 구병모작가님 책이예요,오 저도 구병모 작가님 책 읽었었어요!! 다른 책이지만
1392188,MDRW2100017434.1,헐 모니카라는 댄서 넘 멋있어요 여기 최연장자고 다른 댄서들이 쌤이라고하는데 대박ㅋㅋ,오 쌤 저 짐 그림형제 보는데 시즌 넘어가면서 이상해진다더니 이상하네요,전 그거 본적도 없어요ㅋㅋ 슈퍼내추럴느낌인가요?,ㅋㅋㅋㅋㅋ 저도 슈퍼내추럴인줄 알고 봤는데 좀 다르더라고요 ㅋㅋㅋㅋ
256612,HuLiC5147,그렇게 보는 것도 좋은 방법이에요. 애완동물이 있나요? 나는 개와 고양이가 있습니다.,고슴도치가 있어 넌 환경에 대해 어떻게 생각해?,고슴도치는 귀엽습니다. 저는 환경이 좋은 것이라고 생각합니다.,환경을 위해 하는게 있니?
911909,MDRW2100001516.1,응응,센서가 잘못된걸지도 몰라 그놈의 센서,그러게 그놈의 센서 우리 등센서 보유자 아기는 잘 있나요 둘이 잘 잤어?,응 잘잤어
761655,﻿MDRW2100001025.81,,,난양치는 아까했어 책상앞에잇는데,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ빠루다
400546,HuLiC847,취미를 가지는건 사치야. 그시간에 잠을 더 자겠어.,무슨 말인지 알겠어요. 일을 너무 많이 하다 보면 취미 생활 할 시간을 찾기가 힘들어요.,응 칼퇴근을 해도 집에오면 그냥 잠만자.,그거 좋은 방법이네요. 여가 시간에 하고 싶은 취미가 있나요?
1940802,MDRW2100047094.1,크게 나왓대서 ㅎ 소드들이 ㅎ 엠엘비? 나이키가 젤 무난템린가,나이키 무난텀 템,엄마가 모자랑 머 사달랫지 이 색이 이쁜데 남색이 나을라나 뭐 묻을까바 근데 검정도 먼지 엄청 타드라,엉ㅋㅋ 검정은 ㅂㄹ
328318,HuLiC6802,지금 부업도 하고있어?,"지금 당장은 아니지만, 찾고 있어요. 찾을 수 있는 팁이 있나요?",재택근무하는 부업을 찾으면 시간쓰기가 더 좋을거 같은데?,좋은 생각이에요. 한번 알아 봐야겠어요. 당신은 어떤 일을 하세요?
1055668,MDRW2100001596.1,,name4 밥은 잘먹어? 하루 두번 주면 좀 적은거 같고 2.5번 정도 먹는거 같던데,일단 다 먹으면 줄게,다 안먹어서 안줬어? 오늘?
432324,HuLiC9202,아.. 명예롭게 전사하고 싶었나봐요??,그런걸 바랬겠지.. 아 다리 하나가 아니고 양 다리네,아 하반신을 완전 잃는구나..,그래 진짜 힘들 것 같더라고
1070776,MDRW2100001602.1,아 그렇네 뭐야 안로맨틱하네 실망,않이이 내마음 하려고했는데 고튜... ㅎ.. 고오튜..,고튜에도 마음이 있지,본능이있지 ㅎㅅㅎ
817459,MDRW2100001285.44,졸라 불편함,인덕션불편,감떨어져서 오빠 라면도 못끓임,ㅋㅋㅋㅋㅋ그래서 저번에 뿔은라면을..
1127212,MDRW2100001635.1,쮜루루류류류류규!!!!!!!!!!!!!!!!!!!!!!!,인우는 맨날 저거 입는 거 같네,나와라!!!!!!!!!!!!!!!!!!!!!,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
679781,MDRW2100000103.189,쇼핑몰 측에서 그런거를 오케이 해준게 너무 신기하고,섭외력대박임,국회의원은 점심에 얼마짜리 먹을까 이런거 하고,연예인도마니나와
1654877,MDRW2100035686.1,플로로 갈아타볼까 고민하고 있는데 고민이 깊어지겠네요ㅎㅎ,ㅎㅎ 전 플로 무료아니면 사용 안할것같아요 콘텐츠가 훨씬 적은 느낌?,"그래요?? 의견 참고할게요, 감사드려요!",콘텐츠는 확실히 멜론이 젤 많은듯해요
188621,HuLiC3579,새우는 제가 가장 좋아하는 음식 중 하나입니다. 저는 그것의 식감과 풍미가 너무 좋아요.,나도 그래 해산물을 좋아하지 않는편인데 새우는 맛있어서 종종 챙겨먹어,새우는 맛있어요! 저는 그릴에 구워 먹는 것을 좋아합니다. 당신은 재미로 무엇을 하는 것을 좋아하나요?,나는 주기적으로 운동하려고 노력하고있어
1500808,MDRW2100024914.1,화이자요 사람 많네여,저도 아무래도 화이자일 가능성이 커서요 별일 업이 잘 지나갔으면 좋겟네요,1차는 안 아파다네여,오늘 2차 맞는거에요?
1170135,MDRW2100002090.1,저는 키는 저보다만 크면되는데 마른사람은 별루예영...,맞아요..ㅠ 전 키가 큰 편이라 저랑 비슷한 분이 많더라구요ㅠㅠ,아 진짜요? 몇이세요?,저 170이요! 최소 10cm는 차이 났으면 하는 바램..ㅎ
1203910,MDRW2100004416.1,요즘은 안다녀요! name1님은 다니시나요?,"저는 저번에 헌혈을 하고 싶어서 갔는데, 혈관을 못찾아서 못하고 왔어요ㅠ",어 저도 그래요! 양팔에 세번씩 찔렀는데 혈관이 안보여서 죄송하다고 초코파이 받고 나온 이후로 시도 안해요..,정말요?! 세번씩이나.. 엄청 아프셨을거같아요. 저도 너무 미안하다고 손소독제 주셨어요..
983870,MDRW2100001549.1,바쁘겠네 맛점,ㅇㅇ 피검사 확인만 하러 가는거면 엄마가 대신 가면 안되나 안되려나? 검사 결과만 보러 가는건데,상담도 할거임,ㅇㅇ 알겠엉 오늘 택배 2개옴 우체국택배로 오는건 냉동실에 넣어주고 다른 택배는 엄마거야 행주랑 생리대
1931132,MDRW2100047084.1,좀 걷다가 할라고,그 유치원?,짐짜 원래 아니 초등 장난 아니게 많이 나와서,와 근데 사람 바글바글하지않아?? ㅠㅠ
1438695,MDRW2100020682.1,주에 1~2는먹는거같아여ㅠㅠ,오 주로 어떤거 드세요?,치킨 햄버거 분식 중식 이런거같네요ㅠㅠ,좋아하는 치킨 있으세요??!
107106,HuLiC1698,삼겹살을 구워먹는것도 맛있고 목살로 제육볶음을 해먹어도 맛있지,그거 정말 좋은 생각이에요. 저는 보통 바비큐 그릴에 구워 먹습니다.,와우 그릴에 구워먹는것도 맛있지. 나는 바비큐그릴은 야외에 놀러갔을때 가끔 해먹어,굽는 것이 가장 좋은 요리 방법입니다. 저는 숯불 그릴을 좋아합니다.
255533,HuLiC5122,딸기는 제가 가장 좋아하는 과일입니다. 가장 좋아하는 음식이 무엇인가요?,나는 파스타를 제일 좋아해ㅋㅋ,파스타 맛있어요. 당신이 가장 좋아하는 파스타 요리는 무엇입니까?,다 좋아하지만 요즘은 봉골레 파스타가 제일 좋아
317316,HuLiC6549,그러게. 너희 부부는 요즘 잘 지내? 저번에 한번 크게 다투었잖아.,"저런, 어떻게 된 거예요? 너무 나쁘진 않았길 바라요. 잘 지내고 있어요 물어봐줘서 고마워요",우리 부부는 전혀 문제 없어. 가끔 가볍게 다투긴 하지만 큰 문제는 아니야.,"듣던 중 반가운 말이네요. 실례가 안 된다면, 당신과 당신의 파트너는 얼마나 오래 사귄 건가요?"
1320983,MDRW2100012544.1,여유가 있었으면 좋겟네요ㅎㅎㅎ 게임에 돈 엄청 많이 쓰시는분들 엄청많잖아요ㅎ,음 ㅋ 열심히 하시니 곧 여유 잇어 질거에요 ㅎㅎ 네네 많죠,저 모바일로 뮤했는데ㅎ 5억이상 쓰시더라구요ㅎ 꼭 그렇게되길 바래봐야죠ㅎㅎ 근데 안될것같애요ㅎㅎㅎㅎㅎㅎㅎㄹㄹㄹ,돈많아서 쓰시는분도 있구 대출쓰시는분도 있고 ㄷㄷㄷ
1873430,MDRW2100047034.1,가족아닌 다른 사람과 대화할 절호의 챈스,텍스트 말고도 대화가 되다니!!!,히히히 햅삐니스,내일 세시? 세시반? 쯤 갈께염!
1427631,MDRW2100019950.1,안녕하세요,넵 ㅎㅎㅎ 전 미용은 잘 몰라서요 ㅎㅎ 건강은 잘 챙기시나요?,요새 피곤해서 그런지 영양제를 먹어야 할 거 같애요,ㅎ 넵 나이를 한살 두살 먹어가닝 몸생각을 더하게 돠고 좀이라도 챙겨야 하더라구요
151747,HuLiC2727,"네, 그것은 매우 중요합니다. 가능한 한 자주 그 사실을 상기시키려 노력합니다.",알고 있는데 그렇게 느끼는 건 정말 어려운 것 같아.,무슨 말인지 알겠어요. 저도 가끔 그렇게 느껴요. 저는 그저 긍정적인 것에 집중하려고 노력합니다.,맞아. 그런데 부정적인 상황에서도 긍정적인 걸 느끼는 건 쉽지 않은 일 같아.
177649,HuLiC3325,오늘 하루종일 커피마실 시간도 없이 바빴거든.,그게 어떤지 알아요 저는 당신과 같은 처지입니다. 아침에 깨우려면 커피가 필요해요.,응. 맞아. 아침에 커피를 마시지 못하면 뭔가 계속 엉키는 기분이야.,"당신의 말 뜻을 정확히 알아요. 나는 매일 아침 일어나기 위해 컵을 마시는데, 그것은 잠에서 깨는 데 도움이 됩니다."
162269,HuLiC2970,"해산물은 별로 좋아하지 않지만, 한국 음식은 좋아합니다.",나는 해산물 완전 좋아해 특히 회 너무 맛있어,저도 초밥 좋아해요. 그것은 세계에서 가장 인기 있는 음식 중 하나입니다.,무슨 초밥 좋아해?
1610321,﻿MDRW2100032478.1,,,배달 어플에서 제일 최근에 주문한 건 뭐야?,점심으로 먹었어 중국집
1198570,MDRW2100004067.1,매미도 다시 운다 ㅎㅎ,바람이 더 차가워진 것 같아,내가 그랬잖아~ 비 오고 나면 더 추워질거라고,그러게 비오니 훅 추워지네 ㅎㅎ
1921363,MDRW2100047074.1,재밌다 졸리다 문자 온줄 몰랐네,그럼 자도록 하자,이제 운동할거야 내일 쉬는 날이니까 일찍 잘 수 없어 아까워,쉬는날이니까 늦잠자야지
229013,HuLiC4510,그 산업을 뭐라고 부르나요?,6차 산업인데 농업의 새로운 가치와 일자리를 창출하는 일이지. 점점 먹거리가 중요해지고 있어서 그런 거 같아.,음식은 세상에서 가장 중요한 것입니다.,한국은 농업보다 다른 산업을 키우느라고 농업이 많이 발달하지 못 했거든. 국산보다 수입산 농산물이 더 많아.
